exp,id,exp_type,condition,resp,correct_resp,correct,number_faces,validity,rt
1,58,witness,incongruent,0,0,1,2,0.41300000000000003,NA
1,58,witness,incongruent,0,0,1,2,0.41300000000000003,2.629
1,58,witness,incongruent,0,0,1,1,0.406,6.868
1,58,witness,incongruent,1,1,1,0,0.41300000000000003,3.382
1,58,witness,incongruent,0,1,0,2,0.41300000000000003,3.647
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,3.769
1,58,witness,incongruent,1,1,1,1,0.30000000000000004,NA
1,58,witness,incongruent,1,1,1,2,0.22699999999999998,6.329
1,58,witness,incongruent,1,1,1,0,0.41300000000000003,1.269
1,58,witness,incongruent,1,1,1,2,0.41300000000000003,2.057
1,58,witness,incongruent,1,0,0,1,0.30000000000000004,0.859
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,3.427
1,58,witness,incongruent,0,0,1,1,0.406,6.836
1,58,witness,incongruent,1,1,1,2,0.41300000000000003,3.343
1,58,witness,incongruent,1,0,0,0,0.04600000000000004,1.702
1,58,witness,incongruent,1,0,0,1,0.406,1.79
1,58,witness,incongruent,1,0,0,1,0.30000000000000004,2.466
1,58,witness,incongruent,0,1,0,2,0.41300000000000003,1.204
1,58,witness,incongruent,1,1,1,1,0,1.344
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,1.314
1,58,witness,incongruent,1,1,1,1,0.30000000000000004,1.04800000000006
1,58,witness,incongruent,0,0,1,2,0.31799999999999995,2.653
1,58,witness,incongruent,1,0,0,1,0,0.288
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,0.3
1,58,witness,incongruent,0,0,1,0,0.04600000000000004,2.934
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,2.359
1,58,witness,incongruent,0,0,1,1,0.406,2.235
1,58,witness,incongruent,0,1,0,1,0.406,0.657
1,58,witness,incongruent,1,0,0,2,0.31799999999999995,3.321
1,58,witness,incongruent,0,1,0,1,0.30000000000000004,0.568
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,0.314
1,58,witness,incongruent,0,1,0,1,0.43700000000000006,0.285
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,0.31400000000005795
1,58,witness,incongruent,1,1,1,0,0.41300000000000003,0.962
1,58,witness,incongruent,0,1,0,0,0.04600000000000004,2.151
1,58,witness,incongruent,1,0,0,1,0.406,0.503
1,58,witness,incongruent,0,0,1,0,0.41300000000000003,1.61
1,58,witness,incongruent,0,1,0,0,0.04600000000000004,0.820000000000058
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,0.344
1,58,witness,incongruent,0,1,0,0,0.41300000000000003,0.312
1,58,witness,incongruent,1,1,1,1,0,5.37
1,58,witness,incongruent,0,0,1,2,0.22699999999999998,4.437
1,58,witness,incongruent,1,0,0,1,0.406,7.39200000000006
1,58,witness,incongruent,1,1,1,0,0.41300000000000003,4.90900000000006
1,58,witness,incongruent,1,0,0,1,0.30000000000000004,NA
1,58,witness,incongruent,1,1,1,2,0.22699999999999998,8.728
1,58,witness,incongruent,0,1,0,2,0.41300000000000003,0.921
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,3.347
1,58,witness,incongruent,0,1,0,1,0.43700000000000006,0.533
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,0.648
1,58,witness,incongruent,0,1,0,1,0.43700000000000006,NA
1,58,witness,incongruent,1,0,0,0,0.04600000000000004,NA
1,58,witness,incongruent,1,0,0,1,0,9.919
1,58,witness,incongruent,0,1,0,2,0.41300000000000003,4.805
1,58,witness,incongruent,1,0,0,0,0.04600000000000004,0.776000000000058
1,58,witness,incongruent,0,1,0,1,0.43700000000000006,2.582
1,58,witness,incongruent,0,1,0,1,0.43700000000000006,2.614
1,58,witness,incongruent,1,0,0,2,0.31799999999999995,1.13600000000006
1,58,witness,incongruent,1,0,0,1,0.406,4.209
1,58,witness,incongruent,0,0,1,0,0.41300000000000003,6.756
1,58,witness,incongruent,1,0,0,2,0.31799999999999995,NA
1,58,witness,incongruent,1,0,0,1,0.30000000000000004,NA
1,58,witness,incongruent,0,1,0,1,0.30000000000000004,1.625
1,58,witness,incongruent,1,1,1,0,0.04600000000000004,4.646
1,58,witness,incongruent,1,1,1,1,0.406,4.133
1,58,witness,incongruent,0,0,1,1,0.406,9.385
1,58,witness,incongruent,1,1,1,1,0.30000000000000004,9.443
1,58,witness,incongruent,0,0,1,1,0.30000000000000004,6.474
1,58,witness,incongruent,0,1,0,1,0,NA
1,58,witness,incongruent,0,1,0,2,0.41300000000000003,3.018
1,58,witness,incongruent,1,0,0,1,0.30000000000000004,0.758
1,58,witness,incongruent,1,0,0,1,0,4.638
1,58,witness,incongruent,0,1,0,1,0.43700000000000006,0.376
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,3.26
1,58,witness,incongruent,0,1,0,0,0.41300000000000003,NA
1,58,witness,incongruent,1,1,1,2,0.41300000000000003,6.313
1,58,witness,incongruent,0,0,1,1,0.406,1.559
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,5.617
1,58,witness,incongruent,1,1,1,2,0.41300000000000003,3.236
1,58,witness,incongruent,0,0,1,1,0.406,1.473
1,58,witness,incongruent,1,1,1,1,0.30000000000000004,3.548
1,58,witness,incongruent,1,0,0,1,0,2.955
1,58,witness,incongruent,0,0,1,2,0.41300000000000003,0.885
1,58,witness,incongruent,1,1,1,1,0,0.77
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,2.295
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,0.918
1,58,witness,incongruent,0,0,1,2,0.41300000000000003,0.585
1,58,witness,incongruent,1,0,0,0,0.04600000000000004,0.698
1,58,witness,incongruent,0,0,1,0,0.41300000000000003,0.45
1,58,witness,incongruent,1,0,0,2,0.31799999999999995,0.739
1,58,witness,incongruent,0,0,1,0,0.04600000000000004,0.91
1,58,witness,incongruent,0,1,0,0,0.41300000000000003,2.005
1,58,witness,incongruent,1,1,1,0,0.41300000000000003,0.604
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,1.739
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,0.885
1,58,witness,incongruent,0,0,1,0,0.41300000000000003,0.365
1,58,witness,incongruent,1,1,1,2,0.41300000000000003,3.615
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,1.83200000000012
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,2.70900000000012
1,58,witness,incongruent,0,1,0,2,0.41300000000000003,2.407
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,0.6
1,58,witness,incongruent,1,0,0,0,0.04600000000000004,0.896
1,58,witness,incongruent,1,0,0,1,0.406,2.544
1,58,witness,incongruent,0,0,1,1,0.406,0.391
1,58,witness,incongruent,1,1,1,0,0.04600000000000004,0.742
1,58,witness,incongruent,0,0,1,1,0.406,1.45900000000012
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,2.362
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,3.743
1,58,witness,incongruent,0,1,0,0,0.41300000000000003,1.871
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,0.898
1,58,witness,incongruent,1,1,1,2,0.41300000000000003,0.636
1,58,witness,incongruent,0,0,1,2,0.41300000000000003,2.326
1,58,witness,incongruent,0,1,0,2,0.22699999999999998,1.223
1,58,witness,incongruent,1,1,1,2,0.22699999999999998,0.605
1,58,witness,incongruent,0,1,0,0,0.41300000000000003,NA
1,58,witness,incongruent,1,1,1,0,0.41300000000000003,0.454
1,58,witness,incongruent,1,1,1,1,0.30000000000000004,1.003
1,58,witness,incongruent,1,0,0,1,0.406,0.809
1,58,witness,incongruent,0,0,1,2,0.41300000000000003,0.902
1,58,witness,incongruent,0,1,0,1,0.43700000000000006,1.059
1,58,witness,incongruent,1,0,0,2,0.31799999999999995,0.354
1,58,witness,incongruent,1,0,0,1,0.406,7.924
1,58,witness,incongruent,1,1,1,0,0.41300000000000003,2.821
1,58,witness,incongruent,1,0,0,1,0,4.1
1,58,witness,incongruent,0,1,0,1,0.43700000000000006,4.645
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,6.939
1,58,witness,incongruent,1,1,1,1,0.406,0.867
1,58,witness,incongruent,1,0,0,1,0.406,2.777
1,58,witness,incongruent,0,0,1,0,0.04600000000000004,1.341
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,1.425
1,58,witness,incongruent,1,0,0,1,0.30000000000000004,2.429
1,58,witness,incongruent,0,1,0,1,0.43700000000000006,0.458
1,58,witness,incongruent,0,1,0,0,0.41300000000000003,1.30400000000001
1,58,witness,incongruent,1,1,1,1,0.30000000000000004,2.35900000000001
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,4.297
1,58,witness,incongruent,0,0,1,0,0.04600000000000004,1.234
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,3.05
1,58,witness,incongruent,1,1,1,0,0.04600000000000004,2.421
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,NA
1,58,witness,incongruent,1,1,1,1,0,9.733
1,58,witness,incongruent,1,1,1,2,0.41300000000000003,5.64
1,58,witness,incongruent,0,1,0,0,0.41300000000000003,1.37600000000001
1,58,witness,incongruent,1,0,0,1,0.30000000000000004,0.987000000000015
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,1.571
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,1.946
1,58,witness,incongruent,0,1,0,1,0.30000000000000004,0.715
1,58,witness,incongruent,1,0,0,1,0.30000000000000004,0.509
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,0.313000000000029
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,0.918
1,58,witness,incongruent,0,1,0,1,0.43700000000000006,0.329
1,58,witness,incongruent,1,0,0,1,0.43700000000000006,0.332
1,58,witness,incongruent,1,1,1,2,0.41300000000000003,0.351
1,58,witness,incongruent,0,0,1,1,0.406,0.516
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,0.401
1,58,witness,incongruent,0,0,1,1,0.30000000000000004,0.369
1,58,witness,incongruent,1,1,1,2,0.22699999999999998,2.23
1,58,witness,incongruent,1,1,1,0,0.04600000000000004,0.517
1,58,witness,incongruent,1,1,1,1,0.30000000000000004,0.681
1,58,witness,incongruent,1,1,1,0,0.04600000000000004,0.663
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,0.458000000000029
1,58,witness,incongruent,0,1,0,0,0.41300000000000003,0.505
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,0.53
1,58,witness,incongruent,1,0,0,1,0.30000000000000004,0.318
1,58,witness,incongruent,0,0,1,2,0.31799999999999995,2.288
1,58,witness,incongruent,1,0,0,1,0.406,2.1570000000000302
1,58,witness,incongruent,0,1,0,2,0.41300000000000003,0.608
1,58,witness,incongruent,1,1,1,2,0.41300000000000003,0.334
1,58,witness,incongruent,1,1,1,1,0,0.396000000000029
1,58,witness,incongruent,1,1,1,2,0.22699999999999998,0.462
1,58,witness,incongruent,1,1,1,2,0.41300000000000003,0.452
1,58,witness,incongruent,1,0,0,1,0.406,0.385
1,58,witness,incongruent,1,1,1,2,0.31799999999999995,0.411
1,58,witness,incongruent,1,0,0,1,0.406,0.373
1,58,witness,incongruent,0,1,0,0,0.41300000000000003,0.581
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,0.406
1,58,witness,incongruent,1,1,1,0,0.41300000000000003,0.432
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,0.448
1,58,witness,incongruent,1,0,0,2,0.22699999999999998,0.368
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,0.577
1,58,witness,incongruent,0,0,1,2,0.41300000000000003,0.907
1,58,witness,incongruent,1,0,0,1,0,0.662000000000029
1,58,witness,incongruent,0,1,0,2,0.41300000000000003,0.424
1,58,witness,incongruent,1,0,0,1,0.406,0.4
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,3.059
1,58,witness,incongruent,0,1,0,1,0.43700000000000006,0.44
1,58,witness,incongruent,1,1,1,1,0,0.354000000000029
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,2.053
1,58,witness,incongruent,0,1,0,1,0.43700000000000006,0.424
1,58,witness,incongruent,1,1,1,0,0.04600000000000004,0.337999999999971
1,58,witness,incongruent,1,0,0,1,0.406,0.384000000000029
1,58,witness,incongruent,1,1,1,0,0.04600000000000004,0.442
1,58,witness,incongruent,0,1,0,1,0.30000000000000004,8.432
1,58,witness,incongruent,1,1,1,0,0.41300000000000003,0.34
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,0.559
1,58,witness,incongruent,0,0,1,1,0,0.335000000000058
1,58,witness,incongruent,1,0,0,1,0.406,0.337
1,58,witness,incongruent,0,0,1,0,0.41300000000000003,0.313
1,58,witness,incongruent,1,0,0,1,0.43700000000000006,1.369
1,58,witness,incongruent,1,0,0,1,0.406,0.943
1,58,witness,incongruent,0,1,0,2,0.41300000000000003,0.69
1,58,witness,incongruent,1,1,1,1,0,0.34
1,58,witness,incongruent,1,0,0,2,0.41300000000000003,0.73
1,58,witness,incongruent,1,0,0,0,0.04600000000000004,1.735
1,58,witness,incongruent,1,1,1,0,0.41300000000000003,2.189
1,58,witness,incongruent,1,1,1,1,0.30000000000000004,0.673
1,58,witness,incongruent,0,1,0,0,0.41300000000000003,0.337
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,0.909
1,58,witness,incongruent,0,0,1,1,0.30000000000000004,0.287
1,58,witness,incongruent,1,1,1,2,0.41300000000000003,1.10500000000006
1,58,witness,incongruent,1,1,1,0,0.04600000000000004,1.013
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,1.568
1,58,witness,incongruent,1,0,0,1,0,0.693
1,58,witness,incongruent,0,1,0,1,0.43700000000000006,0.271
1,58,witness,incongruent,1,1,1,2,0.22699999999999998,0.282
1,58,witness,incongruent,0,0,1,1,0.406,2.392
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,3.173
1,58,witness,incongruent,0,1,0,2,0.31799999999999995,1.1860000000000601
1,58,witness,incongruent,1,1,1,1,0.30000000000000004,1.619
1,58,witness,incongruent,0,0,1,1,0.406,1.981
1,58,witness,incongruent,1,1,1,0,0.41300000000000003,1.635
1,58,witness,incongruent,1,1,1,0,0.41300000000000003,0.702
1,58,witness,incongruent,0,0,1,2,0.31799999999999995,1.407
1,58,witness,incongruent,1,0,0,0,0.41300000000000003,3.13200000000006
1,58,witness,incongruent,0,0,1,1,0.30000000000000004,0.907
1,58,witness,incongruent,0,0,1,0,0.41300000000000003,1.705
1,58,witness,incongruent,0,1,0,1,0.30000000000000004,2.455
1,58,witness,incongruent,1,1,1,0,0.41300000000000003,1.48
1,58,witness,incongruent,1,1,1,2,0.22699999999999998,1.1
1,58,witness,incongruent,1,1,1,2,0.41300000000000003,0.552
1,58,witness,incongruent,0,1,0,2,0.41300000000000003,1.795
1,58,witness,incongruent,1,0,0,1,0.30000000000000004,2.278
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,0.964
1,58,witness,incongruent,0,0,1,2,0.31799999999999995,1.19
1,58,witness,incongruent,1,0,0,1,0.406,0.666
1,58,witness,incongruent,0,0,1,2,0.41300000000000003,0.648
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,0.841
1,58,witness,incongruent,0,0,1,1,0.406,2.5740000000000602
1,58,witness,incongruent,1,1,1,1,0.43700000000000006,1.224
1,58,witness,incongruent,0,0,1,0,0.41300000000000003,1.577
1,58,witness,incongruent,1,0,0,2,0.22699999999999998,3.694
1,58,witness,incongruent,0,1,0,0,0.04600000000000004,1.452
1,58,witness,incongruent,1,0,0,0,0.04600000000000004,0.883
1,58,witness,incongruent,1,1,1,2,0.41300000000000003,5.055
1,58,witness,incongruent,0,0,1,1,0.406,0.283
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,NA
1,59,witness,incongruent,0,0,1,1,0.406,8.71
1,59,witness,incongruent,0,0,1,2,0.31799999999999995,NA
1,59,witness,incongruent,1,0,0,1,0.30000000000000004,5.441
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,NA
1,59,witness,incongruent,0,1,0,0,0.41300000000000003,NA
1,59,witness,incongruent,1,0,0,1,0.30000000000000004,5.206
1,59,witness,incongruent,1,1,1,0,0.04600000000000004,NA
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,5.376
1,59,witness,incongruent,0,0,1,1,0.406,2.819
1,59,witness,incongruent,0,0,1,1,0.406,5.063
1,59,witness,incongruent,0,1,0,1,0.30000000000000004,3.188
1,59,witness,incongruent,0,0,1,0,0.04600000000000004,NA
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,NA
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,3.929
1,59,witness,incongruent,1,1,1,2,0.41300000000000003,9.62
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,2.865
1,59,witness,incongruent,1,0,0,2,0.22699999999999998,5.21100000000006
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,1.97
1,59,witness,incongruent,0,1,0,2,0.41300000000000003,NA
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,NA
1,59,witness,incongruent,0,0,1,2,0.31799999999999995,NA
1,59,witness,incongruent,0,0,1,1,0.406,1.625
1,59,witness,incongruent,0,0,1,0,0.04600000000000004,1.471
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,4.108
1,59,witness,incongruent,1,1,1,2,0.41300000000000003,3.24300000000006
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,1.188
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,2.677
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,0.805
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,1.118
1,59,witness,incongruent,1,0,0,0,0.04600000000000004,1.03
1,59,witness,incongruent,0,0,1,1,0.406,1.6820000000000601
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,2.599
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,3.745
1,59,witness,incongruent,1,1,1,1,0.30000000000000004,4.365
1,59,witness,incongruent,1,1,1,2,0.22699999999999998,3.675
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,0.97
1,59,witness,incongruent,0,0,1,1,0.30000000000000004,2.775
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,3.123
1,59,witness,incongruent,1,0,0,2,0.41300000000000003,3.118
1,59,witness,incongruent,1,1,1,1,0.30000000000000004,2.566
1,59,witness,incongruent,1,1,1,2,0.22699999999999998,6.368
1,59,witness,incongruent,0,0,1,1,0.406,1.642
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,4.227
1,59,witness,incongruent,0,0,1,1,0,3.705
1,59,witness,incongruent,0,0,1,0,0.04600000000000004,4.21
1,59,witness,incongruent,1,0,0,1,0,2.479
1,59,witness,incongruent,0,1,0,1,0.406,NA
1,59,witness,incongruent,1,1,1,1,0.30000000000000004,2.23
1,59,witness,incongruent,0,1,0,0,0.04600000000000004,1.705
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,1.977
1,59,witness,incongruent,1,1,1,1,0,3.554
1,59,witness,incongruent,1,1,1,1,0,1.786
1,59,witness,incongruent,1,0,0,2,0.31799999999999995,2.997
1,59,witness,incongruent,0,1,0,2,0.41300000000000003,NA
1,59,witness,incongruent,1,1,1,2,0.41300000000000003,3.03300000000006
1,59,witness,incongruent,1,0,0,1,0.30000000000000004,2.3080000000000602
1,59,witness,incongruent,0,1,0,2,0.41300000000000003,4.968
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,NA
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,2.156
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,2.884
1,59,witness,incongruent,0,0,1,1,0.406,1.06900000000012
1,59,witness,incongruent,0,1,0,2,0.41300000000000003,4.992
1,59,witness,incongruent,1,1,1,2,0.41300000000000003,2.6
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,1.367
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,2.04
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,1.14
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,1.446
1,59,witness,incongruent,0,1,0,2,0.41300000000000003,7.281
1,59,witness,incongruent,0,0,1,1,0,1.074
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,3.44
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,0.837
1,59,witness,incongruent,1,1,1,1,0.30000000000000004,2.832
1,59,witness,incongruent,0,0,1,1,0.406,1.282
1,59,witness,incongruent,1,1,1,1,0.30000000000000004,5.207
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,0.737
1,59,witness,incongruent,0,0,1,1,0.30000000000000004,1.333
1,59,witness,incongruent,1,1,1,0,0.04600000000000004,2.939
1,59,witness,incongruent,0,0,1,2,0.31799999999999995,2.791
1,59,witness,incongruent,0,0,1,1,0.406,2.861
1,59,witness,incongruent,1,1,1,2,0.41300000000000003,3.711
1,59,witness,incongruent,0,0,1,1,0.406,1.044
1,59,witness,incongruent,0,0,1,2,0.31799999999999995,3.134
1,59,witness,incongruent,0,0,1,1,0.406,1.005
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,1.316
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,1.31000000000012
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,2.441
1,59,witness,incongruent,0,1,0,2,0.41300000000000003,1.306
1,59,witness,incongruent,0,0,1,0,0.04600000000000004,2.091
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,1.23300000000012
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,1.123
1,59,witness,incongruent,1,1,1,1,0,5.619
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,NA
1,59,witness,incongruent,1,1,1,2,0.22699999999999998,2.515
1,59,witness,incongruent,0,0,1,1,0.406,1.233
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,1.04
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,0.835
1,59,witness,incongruent,0,0,1,2,0.31799999999999995,1.529
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,1.35000000000012
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,1.935
1,59,witness,incongruent,0,0,1,1,0.30000000000000004,3.185
1,59,witness,incongruent,0,0,1,1,0.30000000000000004,1.006
1,59,witness,incongruent,0,1,0,0,0.04600000000000004,1.093
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,1.256
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,1.378
1,59,witness,incongruent,0,0,1,1,0.406,0.827
1,59,witness,incongruent,1,1,1,2,0.41300000000000003,6.323
1,59,witness,incongruent,0,1,0,1,0.30000000000000004,2.102
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,0.981
1,59,witness,incongruent,1,0,0,2,0.41300000000000003,1.57
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,0.983
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,2.19
1,59,witness,incongruent,1,0,0,1,0,4.414
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,0.793
1,59,witness,incongruent,1,0,0,0,0.04600000000000004,1.22300000000012
1,59,witness,incongruent,0,0,1,1,0.406,1.151
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,0.731000000000116
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,0.7620000000001159
1,59,witness,incongruent,1,0,0,0,0.04600000000000004,1.695
1,59,witness,incongruent,1,1,1,1,0.30000000000000004,2.884
1,59,witness,incongruent,1,1,1,1,0,3.544
1,59,witness,incongruent,1,1,1,2,0.22699999999999998,2.578
1,59,witness,incongruent,0,1,0,1,0.406,2.327
1,59,witness,incongruent,0,1,0,2,0.31799999999999995,NA
1,59,witness,incongruent,1,1,1,1,0.30000000000000004,2.938
1,59,witness,incongruent,1,1,1,0,0.04600000000000004,2.409
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,1.624
1,59,witness,incongruent,0,1,0,1,0.406,7.971
1,59,witness,incongruent,1,1,1,2,0.41300000000000003,2.934
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,1.519
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,0.739
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,1.459
1,59,witness,incongruent,0,0,1,1,0.406,1.084
1,59,witness,incongruent,0,0,1,1,0.406,0.735
1,59,witness,incongruent,0,0,1,1,0.406,0.695
1,59,witness,incongruent,0,0,1,1,0.30000000000000004,3.216
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,0.877
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,1.218
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,5.195
1,59,witness,incongruent,1,1,1,2,0.22699999999999998,5.074
1,59,witness,incongruent,1,0,0,1,0.43700000000000006,2.898
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,9.597
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,1.259
1,59,witness,incongruent,1,1,1,2,0.41300000000000003,2.239
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,1.222
1,59,witness,incongruent,0,1,0,0,0.04600000000000004,2.21399999999999
1,59,witness,incongruent,1,1,1,1,0.30000000000000004,0.982
1,59,witness,incongruent,1,1,1,2,0.41300000000000003,2.991
1,59,witness,incongruent,0,1,0,0,0.41300000000000003,0.833
1,59,witness,incongruent,1,1,1,2,0.22699999999999998,2.281
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,0.826
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,5.146
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,2.985
1,59,witness,incongruent,0,0,1,2,0.31799999999999995,3.177
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,1.26100000000003
1,59,witness,incongruent,0,0,1,1,0.406,1.18
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,1.583
1,59,witness,incongruent,1,1,1,1,0,3.017
1,59,witness,incongruent,1,1,1,2,0.41300000000000003,1.857
1,59,witness,incongruent,0,0,1,1,0.30000000000000004,1.684
1,59,witness,incongruent,0,0,1,1,0.406,2.22000000000003
1,59,witness,incongruent,1,0,0,1,0,2.499
1,59,witness,incongruent,1,1,1,1,0.30000000000000004,3.624
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,4.88300000000003
1,59,witness,incongruent,1,1,1,1,0,6.159
1,59,witness,incongruent,1,0,0,1,0,1.564
1,59,witness,incongruent,0,0,1,1,0.30000000000000004,7.194
1,59,witness,incongruent,0,0,1,1,0.406,2.44200000000003
1,59,witness,incongruent,1,0,0,2,0.22699999999999998,NA
1,59,witness,incongruent,0,0,1,1,0.406,3.843
1,59,witness,incongruent,1,1,1,2,0.41300000000000003,5.011
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,1.969
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,1.00200000000006
1,59,witness,incongruent,1,1,1,2,0.41300000000000003,1.812
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,1.036
1,59,witness,incongruent,0,0,1,1,0.30000000000000004,2.001
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,1.042
1,59,witness,incongruent,1,0,0,1,0.30000000000000004,1.139
1,59,witness,incongruent,0,0,1,0,0.04600000000000004,2.555
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,0.956
1,59,witness,incongruent,0,1,0,0,0.04600000000000004,1.782
1,59,witness,incongruent,0,0,1,0,0.04600000000000004,0.967
1,59,witness,incongruent,1,0,0,0,0.41300000000000003,2.10300000000006
1,59,witness,incongruent,0,0,1,0,0.41300000000000003,1.054
1,59,witness,incongruent,0,0,1,2,0.41300000000000003,2.449
1,59,witness,incongruent,1,1,1,0,0.41300000000000003,1.957
1,59,witness,incongruent,1,1,1,0,0.04600000000000004,1.693
1,59,witness,incongruent,1,1,1,1,0.43700000000000006,0.961
